;export_buildings.txt DO NOT REMOVE THIS LINE, IT IS NEEDED FOR THE IDE PLUGIN TO WORK

;repairs, dismantles, and upgrades
{generic_repair}	REPAIR
{temple_of_one_god_shrine_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_shrine_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_shrine_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_shrine_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_shrine_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_shrine_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_shrine_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_shrine_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_shrine_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_shrine_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_shrine_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_shrine_parthia}  TODO: Write me
{temple_of_one_god_shrine_parthia_desc}  TODO: Write me
{temple_of_one_god_shrine_parthia_desc_short}  TODO: Write me

;temple_of_one_god_temple
{temple_of_one_god_temple}  TODO: Write me
{temple_of_one_god_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_one_god_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_one_god_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_temple_parthia}  TODO: Write me
{temple_of_one_god_temple_parthia_desc}  TODO: Write me
{temple_of_one_god_temple_parthia_desc_short}  TODO: Write me

;temple_of_one_god_large_temple
{temple_of_one_god_large_temple}  TODO: Write me
{temple_of_one_god_large_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_one_god_large_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_one_god_large_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_large_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_large_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_large_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_large_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_large_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_large_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_large_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_large_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_large_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_large_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_large_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_large_temple_parthia}  TODO: Write me
{temple_of_one_god_large_temple_parthia_desc}  TODO: Write me
{temple_of_one_god_large_temple_parthia_desc_short}  TODO: Write me

;temple_of_one_god_awesome_temple
{temple_of_one_god_awesome_temple}  TODO: Write me
{temple_of_one_god_awesome_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_one_god_awesome_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_one_god_awesome_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_awesome_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_awesome_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_awesome_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_awesome_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_awesome_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_awesome_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_awesome_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_awesome_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_awesome_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_awesome_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_awesome_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_awesome_temple_parthia}  TODO: Write me
{temple_of_one_god_awesome_temple_parthia_desc}  TODO: Write me
{temple_of_one_god_awesome_temple_parthia_desc_short}  TODO: Write me

;temple_of_one_god_pantheon
{temple_of_one_god_pantheon}  TODO: Write me
{temple_of_one_god_pantheon_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_one_god_pantheon_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_one_god_pantheon_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_pantheon_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_pantheon_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_pantheon_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_pantheon_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_pantheon_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_pantheon_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_pantheon_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_pantheon_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_pantheon_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_pantheon_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_one_god_pantheon_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_one_god_pantheon_parthia}  TODO: Write me
{temple_of_one_god_pantheon_parthia_desc}  TODO: Write me
{temple_of_one_god_pantheon_parthia_desc_short}  TODO: Write me

;temple_of_trade_shrine
{temple_of_trade_shrine}  TODO: Write me
{temple_of_trade_shrine_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_trade_shrine_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_trade_shrine_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_shrine_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_shrine_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_shrine_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_shrine_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_shrine_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_shrine_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_shrine_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_shrine_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_shrine_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_shrine_britons}  TODO: Write me
{temple_of_trade_shrine_britons_desc}  TODO: Write me
{temple_of_trade_shrine_britons_desc_short}  TODO: Write me

{temple_of_trade_shrine_carthaginian}  TODO: Write me
{temple_of_trade_shrine_carthaginian_desc}  TODO: Write me
{temple_of_trade_shrine_carthaginian_desc_short}  TODO: Write me

{temple_of_trade_shrine_greek_cities}  TODO: Write me
{temple_of_trade_shrine_greek_cities_desc}  TODO: Write me
{temple_of_trade_shrine_greek_cities_desc_short}  TODO: Write me

{temple_of_trade_shrine_romans_brutii}  TODO: Write me
{temple_of_trade_shrine_romans_brutii_desc}  TODO: Write me
{temple_of_trade_shrine_romans_brutii_desc_short}  TODO: Write me

;temple_of_trade_temple
{temple_of_trade_temple}  TODO: Write me
{temple_of_trade_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_trade_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_trade_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_temple_britons}  TODO: Write me
{temple_of_trade_temple_britons_desc}  TODO: Write me
{temple_of_trade_temple_britons_desc_short}  TODO: Write me

{temple_of_trade_temple_carthaginian}  TODO: Write me
{temple_of_trade_temple_carthaginian_desc}  TODO: Write me
{temple_of_trade_temple_carthaginian_desc_short}  TODO: Write me

{temple_of_trade_temple_greek_cities}  TODO: Write me
{temple_of_trade_temple_greek_cities_desc}  TODO: Write me
{temple_of_trade_temple_greek_cities_desc_short}  TODO: Write me

{temple_of_trade_temple_romans_brutii}  TODO: Write me
{temple_of_trade_temple_romans_brutii_desc}  TODO: Write me
{temple_of_trade_temple_romans_brutii_desc_short}  TODO: Write me

;temple_of_trade_large_temple
{temple_of_trade_large_temple}  TODO: Write me
{temple_of_trade_large_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_trade_large_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_trade_large_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_large_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_large_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_large_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_large_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_large_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_large_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_large_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_large_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_large_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_large_temple_britons}  TODO: Write me
{temple_of_trade_large_temple_britons_desc}  TODO: Write me
{temple_of_trade_large_temple_britons_desc_short}  TODO: Write me

{temple_of_trade_large_temple_carthaginian}  TODO: Write me
{temple_of_trade_large_temple_carthaginian_desc}  TODO: Write me
{temple_of_trade_large_temple_carthaginian_desc_short}  TODO: Write me

{temple_of_trade_large_temple_greek_cities}  TODO: Write me
{temple_of_trade_large_temple_greek_cities_desc}  TODO: Write me
{temple_of_trade_large_temple_greek_cities_desc_short}  TODO: Write me

{temple_of_trade_large_temple_romans_brutii}  TODO: Write me
{temple_of_trade_large_temple_romans_brutii_desc}  TODO: Write me
{temple_of_trade_large_temple_romans_brutii_desc_short}  TODO: Write me

;temple_of_trade_awesome_temple
{temple_of_trade_awesome_temple}  TODO: Write me
{temple_of_trade_awesome_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_trade_awesome_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_trade_awesome_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_awesome_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_awesome_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_awesome_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_awesome_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_awesome_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_awesome_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_awesome_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_awesome_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_awesome_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_awesome_temple_carthaginian}  TODO: Write me
{temple_of_trade_awesome_temple_carthaginian_desc}  TODO: Write me
{temple_of_trade_awesome_temple_carthaginian_desc_short}  TODO: Write me

{temple_of_trade_awesome_temple_greek_cities}  TODO: Write me
{temple_of_trade_awesome_temple_greek_cities_desc}  TODO: Write me
{temple_of_trade_awesome_temple_greek_cities_desc_short}  TODO: Write me

{temple_of_trade_awesome_temple_romans_brutii}  TODO: Write me
{temple_of_trade_awesome_temple_romans_brutii_desc}  TODO: Write me
{temple_of_trade_awesome_temple_romans_brutii_desc_short}  TODO: Write me

;temple_of_trade_pantheon
{temple_of_trade_pantheon}  TODO: Write me
{temple_of_trade_pantheon_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_trade_pantheon_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_trade_pantheon_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_pantheon_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_pantheon_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_pantheon_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_pantheon_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_pantheon_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_pantheon_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_pantheon_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_pantheon_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_pantheon_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_pantheon_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_trade_pantheon_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_trade_pantheon_greek_cities}  TODO: Write me
{temple_of_trade_pantheon_greek_cities_desc}  TODO: Write me
{temple_of_trade_pantheon_greek_cities_desc_short}  TODO: Write me

{temple_of_trade_pantheon_romans_brutii}  TODO: Write me
{temple_of_trade_pantheon_romans_brutii_desc}  TODO: Write me
{temple_of_trade_pantheon_romans_brutii_desc_short}  TODO: Write me

;temple_of_victory_shrine
{temple_of_victory_shrine}  TODO: Write me
{temple_of_victory_shrine_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_victory_shrine_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_victory_shrine_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_shrine_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_shrine_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_shrine_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_shrine_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_shrine_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_shrine_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_shrine_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_shrine_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_shrine_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_shrine_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_shrine_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_shrine_britons}  TODO: Write me
{temple_of_victory_shrine_britons_desc}  TODO: Write me
{temple_of_victory_shrine_britons_desc_short}  TODO: Write me

{temple_of_victory_shrine_greek_cities}  TODO: Write me
{temple_of_victory_shrine_greek_cities_desc}  TODO: Write me
{temple_of_victory_shrine_greek_cities_desc_short}  TODO: Write me

;temple_of_victory_temple
{temple_of_victory_temple}  TODO: Write me
{temple_of_victory_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_victory_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_victory_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_temple_britons}  TODO: Write me
{temple_of_victory_temple_britons_desc}  TODO: Write me
{temple_of_victory_temple_britons_desc_short}  TODO: Write me

{temple_of_victory_temple_greek_cities}  TODO: Write me
{temple_of_victory_temple_greek_cities_desc}  TODO: Write me
{temple_of_victory_temple_greek_cities_desc_short}  TODO: Write me

;temple_of_victory_large_temple
{temple_of_victory_large_temple}  TODO: Write me
{temple_of_victory_large_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_victory_large_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_victory_large_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_large_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_large_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_large_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_large_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_large_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_large_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_large_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_large_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_large_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_large_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_large_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_large_temple_britons}  TODO: Write me
{temple_of_victory_large_temple_britons_desc}  TODO: Write me
{temple_of_victory_large_temple_britons_desc_short}  TODO: Write me

{temple_of_victory_large_temple_greek_cities}  TODO: Write me
{temple_of_victory_large_temple_greek_cities_desc}  TODO: Write me
{temple_of_victory_large_temple_greek_cities_desc_short}  TODO: Write me

;temple_of_victory_awesome_temple
{temple_of_victory_awesome_temple}  TODO: Write me
{temple_of_victory_awesome_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_victory_awesome_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_victory_awesome_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_awesome_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_awesome_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_awesome_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_awesome_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_awesome_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_awesome_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_awesome_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_awesome_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_awesome_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_awesome_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_awesome_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_awesome_temple_greek_cities}  TODO: Write me
{temple_of_victory_awesome_temple_greek_cities_desc}  TODO: Write me
{temple_of_victory_awesome_temple_greek_cities_desc_short}  TODO: Write me

;temple_of_victory_pantheon
{temple_of_victory_pantheon}  TODO: Write me
{temple_of_victory_pantheon_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_victory_pantheon_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_victory_pantheon_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_pantheon_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_pantheon_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_pantheon_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_pantheon_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_pantheon_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_pantheon_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_pantheon_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_pantheon_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_pantheon_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_pantheon_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_victory_pantheon_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_victory_pantheon_greek_cities}  TODO: Write me
{temple_of_victory_pantheon_greek_cities_desc}  TODO: Write me
{temple_of_victory_pantheon_greek_cities_desc_short}  TODO: Write me

;temple_of_violence_shrine
{temple_of_violence_shrine}  TODO: Write me
{temple_of_violence_shrine_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_violence_shrine_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_violence_shrine_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_shrine_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_shrine_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_shrine_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_shrine_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_shrine_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_shrine_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_shrine_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_shrine_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_shrine_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_shrine_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_shrine_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_shrine_germans}  TODO: Write me
{temple_of_violence_shrine_germans_desc}  TODO: Write me
{temple_of_violence_shrine_germans_desc_short}  TODO: Write me

{temple_of_violence_shrine_pontus}  TODO: Write me
{temple_of_violence_shrine_pontus_desc}  TODO: Write me
{temple_of_violence_shrine_pontus_desc_short}  TODO: Write me

{temple_of_violence_shrine_macedon}  TODO: Write me
{temple_of_violence_shrine_macedon_desc}  TODO: Write me
{temple_of_violence_shrine_macedon_desc_short}  TODO: Write me

{temple_of_violence_shrine_romans_brutii}  TODO: Write me
{temple_of_violence_shrine_romans_brutii_desc}  TODO: Write me
{temple_of_violence_shrine_romans_brutii_desc_short}  TODO: Write me

;temple_of_violence_temple
{temple_of_violence_temple}  TODO: Write me
{temple_of_violence_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_violence_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_violence_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_temple_germans}  TODO: Write me
{temple_of_violence_temple_germans_desc}  TODO: Write me
{temple_of_violence_temple_germans_desc_short}  TODO: Write me

{temple_of_violence_temple_pontus}  TODO: Write me
{temple_of_violence_temple_pontus_desc}  TODO: Write me
{temple_of_violence_temple_pontus_desc_short}  TODO: Write me

{temple_of_violence_temple_macedon}  TODO: Write me
{temple_of_violence_temple_macedon_desc}  TODO: Write me
{temple_of_violence_temple_macedon_desc_short}  TODO: Write me

{temple_of_violence_temple_romans_brutii}  TODO: Write me
{temple_of_violence_temple_romans_brutii_desc}  TODO: Write me
{temple_of_violence_temple_romans_brutii_desc_short}  TODO: Write me

;temple_of_violence_large_temple
{temple_of_violence_large_temple}  TODO: Write me
{temple_of_violence_large_temple_desc}  WARNING! This baseline description should never appear on screen!
{temple_of_violence_large_temple_desc_short}  WARNING! This baseline short description should never appear on screen!

{temple_of_violence_large_temple_roman_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_large_temple_roman_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_large_temple_barbarian_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_large_temple_barbarian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_large_temple_carthaginian_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_large_temple_carthaginian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_large_temple_greek_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_large_temple_greek_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_large_temple_egyptian_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_large_temple_egyptian_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_large_temple_eastern_desc}  WARNING! This text should never appear on screen!
{temple_of_violence_large_temple_eastern_desc_short}  WARNING! This text should never appear on screen!

{temple_of_violence_large_temple_germans}  TODO: Write me
{temple_of_violence_large_temple_germans_desc}  TODO: Write me
{temple_of_violence_large_temple_germans_desc_short}  TODO: Write me

{temple_of_violence_large_temple_pontus}  TODO: Write me
{temple_of_violence_large_temple_pontus_desc}  TODO: Write me
{temple_of_violence_large_temple_pontus_desc_short}  TODO: Write me

{temple_of_violence_large_temple_macedon}  TODO: Write me
{temple_of_violence_large_temple_macedon_desc}  TODO: Write me
